original_text,clean_text,style,hashtags,hashtag_count,mentions,mention_count,emojis,emoji_count,word_count,char_count,line_count,first_line,has_question,has_exclamation,has_url,primary_theme,tone,has_cta,hook_strength,target_audience
Early morning #tumbling session. Thanks for the new #olaf practice wear. #cheer #cheerleaders #cheerleader #cheerleading,Early morning #tumbling session. Thanks for the new #olaf practice wear. #cheer #cheerleaders #cheerleader #cheerleading,general,#tumbling #olaf #cheer #cheerleaders #cheerleader #cheerleading,6,,0,,0,9,120,1,Early morning #tumbling session. Thanks for the new #olaf practice wear. #cheer #cheerleaders #cheerleader #cheerleading,False,False,False,Personal update and sports activity,casual,False,2,Sports enthusiasts and young adults
"The REAL #GRAMMYs event was backstage 🏆! See what went down at the link in our bio. What was your fave moment of the night?
.
.
. #MarenMorris #JohnMayer #GrammyAwards (Pic: @GettyImages)",The REAL #GRAMMYs event was backstage 🏆! See what went down at the link in our bio. What was your fave moment of the night? . . . #MarenMorris #JohnMayer #GrammyAwards (Pic: @GettyImages),general,#GRAMMYs #MarenMorris #JohnMayer #GrammyAwards,4,@GettyImages,1,🏆,1,29,187,1,The REAL #GRAMMYs event was backstage 🏆! See what went down at the link in our bio. What was your fave moment of the night? . . . #MarenMorris #JohnMayer #GrammyAwards (Pic: @GettyImages),True,True,False,Event recap and behind-the-scenes,inspirational,True,4,Music fans and entertainment enthusiasts
It’s always good to go home. Even if your house is on wheels. 🚙 #2travelingdogs #wednesdaywisdom #home #rv,It’s always good to go home. Even if your house is on wheels. 🚙 #2travelingdogs #wednesdaywisdom #home #rv,general,#2travelingdogs #wednesdaywisdom #home #rv,4,,0,🚙,1,14,106,1,It’s always good to go home. Even if your house is on wheels. 🚙 #2travelingdogs #wednesdaywisdom #home #rv,False,False,False,travel and home,casual,False,3,travel enthusiasts and pet owners
This is our favorite blog post of the year! The results from our recent reader survey are in and all the juicy details are up on GYPO today! Just follow the link to the blog in our profile.,This is our favorite blog post of the year! The results from our recent reader survey are in and all the juicy details are up on GYPO today! Just follow the link to the blog in our profile.,general,,0,,0,,0,38,189,1,This is our favorite blog post of the year! The results from our recent reader survey are in and all the juicy details are up on GYPO today! Just follow the link to the blog in our profile.,False,True,False,blog post announcement,professional,True,4,blog readers and subscribers
"Don't let people treat you like a cigarette, they only use when they're bored and step on you when they're done. Be like drugs, let them die for you.","Don't let people treat you like a cigarette, they only use when they're bored and step on you when they're done. Be like drugs, let them die for you.",motivational,,0,,0,,0,29,149,1,"Don't let people treat you like a cigarette, they only use when they're bored and step on you when they're done. Be like drugs, let them die for you.",False,False,False,self-respect and empowerment,inspirational,False,5,young adults and those seeking motivation
@travisscott x @playboicarti “Houdini”,@travisscott x @playboicarti “Houdini”,aesthetic,,0,@travisscott @playboicarti,2,,0,2,38,1,@travisscott x @playboicarti “Houdini”,False,False,False,music and art,casual,False,2,music fans and art enthusiasts
It’s a PARTI at @agave_cantina Bertrand! Come see how to win a hoodie! 💚💜💛#Partigras,It’s a PARTI at @agave_cantina Bertrand! Come see how to win a hoodie! 💚💜💛#Partigras,funny,#Partigras,1,@agave_cantina,1,💚💜💛,3,13,84,1,It’s a PARTI at @agave_cantina Bertrand! Come see how to win a hoodie! 💚💜💛#Partigras,False,True,False,party and event promotion,playful,True,4,young adults and party-goers
"Photography by 📸 @_thesilk

#54artistry #monochrome #black #melanin #art #beauty",Photography by 📸 @_thesilk #54artistry #monochrome #black #melanin #art #beauty,aesthetic,#54artistry #monochrome #black #melanin #art #beauty,6,@_thesilk,1,📸,1,3,79,1,Photography by 📸 @_thesilk #54artistry #monochrome #black #melanin #art #beauty,False,False,False,photography and beauty,professional,False,3,photography enthusiasts and beauty fans
"#NUXE 뭘해도 뭘발라도 건조한 #환절기 에는 역시 오일이 정답인가봐요😭 가만있어도 건조한데 날씨까지 보태주니 요즘 내 피부 최악;; #건성피부 를 위해 탄생한 눅스 신제품 윌 프로디쥬스 멀티 리치오일로 #스킨케어 하고 있는데, 정말 대만족이에요ㅎ
눅스식물연구소에서 7가지 고급식물성오일이 담긴 #보습레시피 로 건조하고 민감해진 피부를 건강하고 탄탄하게 만들어준답니다+_+ #페이스오일 겸 #멀티오일 이라서 머리부터 발끝까지! 스프레이타입이라 사용하기도 편해욤! 이번 가을, 겨울은 #눅스리치오일 과 함께 버텨본다...!!
@nuxekorea
@Oliveyoung_official","#NUXE 뭘해도 뭘발라도 건조한 #환절기 에는 역시 오일이 정답인가봐요😭 가만있어도 건조한데 날씨까지 보태주니 요즘 내 피부 최악;; #건성피부 를 위해 탄생한 눅스 신제품 윌 프로디쥬스 멀티 리치오일로 #스킨케어 하고 있는데, 정말 대만족이에요ㅎ 눅스식물연구소에서 7가지 고급식물성오일이 담긴 #보습레시피 로 건조하고 민감해진 피부를 건강하고 탄탄하게 만들어준답니다+_+ #페이스오일 겸 #멀티오일 이라서 머리부터 발끝까지! 스프레이타입이라 사용하기도 편해욤! 이번 가을, 겨울은 #눅스리치오일 과 함께 버텨본다...!! @nuxekorea @Oliveyoung_official",general,#NUXE #환절기 #건성피부 #스킨케어 #보습레시피 #페이스오일 #멀티오일 #눅스리치오일,8,@nuxekorea @Oliveyoung_official,2,😭,1,52,325,1,"#NUXE 뭘해도 뭘발라도 건조한 #환절기 에는 역시 오일이 정답인가봐요😭 가만있어도 건조한데 날씨까지 보태주니 요즘 내 피부 최악;; #건성피부 를 위해 탄생한 눅스 신제품 윌 프로디쥬스 멀티 리치오일로 #스킨케어 하고 있는데, 정말 대만족이에요ㅎ 눅스식물연구소에서 7가지 고급식물성오일이 담긴 #보습레시피 로 건조하고 민감해진 피부를 건강하고 탄탄하게 만들어준답니다+_+ #페이스오일 겸 #멀티오일 이라서 머리부터 발끝까지! 스프레이타입이라 사용하기도 편해욤! 이번 가을, 겨울은 #눅스리치오일 과 함께 버텨본다...!! @nuxekorea @Oliveyoung_official",False,True,False,skincare and product review,casual,False,3,skincare enthusiasts and beauty bloggers
"Johnny Quest thinks we’re sellouts... @lessthanjake at @scallywagfest! .
.
.
.
#91X #lessthanjake #scallywagsd #scallywagfest #ska",Johnny Quest thinks we’re sellouts... @lessthanjake at @scallywagfest! . . . . #91X #lessthanjake #scallywagsd #scallywagfest #ska,funny,#91X #lessthanjake #scallywagsd #scallywagfest #ska,5,@lessthanjake @scallywagfest,2,,0,11,130,1,Johnny Quest thinks we’re sellouts... @lessthanjake at @scallywagfest! . . . . #91X #lessthanjake #scallywagsd #scallywagfest #ska,False,True,False,music and festival promotion,playful,False,4,music fans and festival-goers
"라면은 2주에 한번씩만 ㅋ
그래서 약간 멋부려서 끓여주심

아 세상 맛있어😭

숙주 대박👍 반숙(?)계란도 대박👍

면을 별로 안 먹는 남편덕분에
내가 맨날 두개 먹네 아놔 😡

열열히 먹으라고 나처럼.
이게 인생의 마지막 라면인것처럼. 
근데 아직 소화가 안돼서 잠을 잘 수가 없다 흑흑흑
& 라면에 당면만두는 좀 아닌걸로 ㅋ

#밀가루 먹고나면 밀려드는 #불안감
#잘자는공주님 덕분에 유선막힐까봐 매일밤 #노심초사 그럼에도 불구하고 매일밤 먹어대는 야식 #한숨 #야식은사랑 #라면스타그램 #야식스타그램 #푸드파이터 #남자보다많이먹음 #맛있다그램 #맛스타그램 #라면 💕💗💕",라면은 2주에 한번씩만 ㅋ 그래서 약간 멋부려서 끓여주심 아 세상 맛있어😭 숙주 대박👍 반숙(?)계란도 대박👍 면을 별로 안 먹는 남편덕분에 내가 맨날 두개 먹네 아놔 😡 열열히 먹으라고 나처럼. 이게 인생의 마지막 라면인것처럼. 근데 아직 소화가 안돼서 잠을 잘 수가 없다 흑흑흑 & 라면에 당면만두는 좀 아닌걸로 ㅋ #밀가루 먹고나면 밀려드는 #불안감 #잘자는공주님 덕분에 유선막힐까봐 매일밤 #노심초사 그럼에도 불구하고 매일밤 먹어대는 야식 #한숨 #야식은사랑 #라면스타그램 #야식스타그램 #푸드파이터 #남자보다많이먹음 #맛있다그램 #맛스타그램 #라면 💕💗💕,funny,#밀가루 #불안감 #잘자는공주님 #노심초사 #한숨 #야식은사랑 #라면스타그램 #야식스타그램 #푸드파이터 #남자보다많이먹음 #맛있다그램 #맛스타그램 #라면,13,,0,😭👍👍😡💕💗💕,7,59,315,1,라면은 2주에 한번씩만 ㅋ 그래서 약간 멋부려서 끓여주심 아 세상 맛있어😭 숙주 대박👍 반숙(?)계란도 대박👍 면을 별로 안 먹는 남편덕분에 내가 맨날 두개 먹네 아놔 😡 열열히 먹으라고 나처럼. 이게 인생의 마지막 라면인것처럼. 근데 아직 소화가 안돼서 잠을 잘 수가 없다 흑흑흑 & 라면에 당면만두는 좀 아닌걸로 ㅋ #밀가루 먹고나면 밀려드는 #불안감 #잘자는공주님 덕분에 유선막힐까봐 매일밤 #노심초사 그럼에도 불구하고 매일밤 먹어대는 야식 #한숨 #야식은사랑 #라면스타그램 #야식스타그램 #푸드파이터 #남자보다많이먹음 #맛있다그램 #맛스타그램 #라면 💕💗💕,True,False,False,food and personal experience,casual,False,4,foodies and young adults
Priorities ;) ☕️ First time flying for this little babe. En it’s been ages for me.  Soooo looking forward to these days!,Priorities ;) ☕️ First time flying for this little babe. En it’s been ages for me. Soooo looking forward to these days!,general,,0,,0,☕,1,22,119,1,Priorities ;) ☕️ First time flying for this little babe. En it’s been ages for me. Soooo looking forward to these days!,False,True,False,travel and personal experience,casual,False,3,travel enthusiasts and families
Check out this whimsical website banner we created for Tanworx! Enchanting!,Check out this whimsical website banner we created for Tanworx! Enchanting!,aesthetic,,0,,0,,0,11,75,1,Check out this whimsical website banner we created for Tanworx! Enchanting!,False,True,False,web design,casual,False,3,designers and artists
‪Congratulations @spaceykacey ! Winner of Album of the Year for Golden Hour! #ACMAwards ‬,‪Congratulations @spaceykacey ! Winner of Album of the Year for Golden Hour! #ACMAwards ‬,general,#ACMAwards,1,@spaceykacey,1,,0,12,89,1,‪Congratulations @spaceykacey ! Winner of Album of the Year for Golden Hour! #ACMAwards ‬,False,True,False,music awards,professional,False,4,music fans
"Double-tap to welcome Ben Kotwica, our new special teams coordinator.","Double-tap to welcome Ben Kotwica, our new special teams coordinator.",general,,0,,0,,0,10,69,1,"Double-tap to welcome Ben Kotwica, our new special teams coordinator.",False,False,False,new team member introduction,casual,True,2,sports fans
"A wicked night, suited and booted with extra sauuuce & smiles..
I mean, can you tell we’re living our best life?
@officialntas 🏆
@miwhip - Rolls Royce","A wicked night, suited and booted with extra sauuuce & smiles.. I mean, can you tell we’re living our best life? @officialntas 🏆 @miwhip - Rolls Royce",funny,,0,@officialntas @miwhip,2,🏆,1,25,150,1,"A wicked night, suited and booted with extra sauuuce & smiles.. I mean, can you tell we’re living our best life? @officialntas 🏆 @miwhip - Rolls Royce",True,False,False,night out,playful,False,5,young adults
Just a picture of a place no one has ever photographed before 💁,Just a picture of a place no one has ever photographed before 💁,aesthetic,,0,,0,💁,1,13,63,1,Just a picture of a place no one has ever photographed before 💁,False,False,False,unique photography,casual,False,4,photography enthusiasts
I've been having an awesome time in California with this dude. Go give @ryanresatka a follow. Honestly one of the most genuine people I've met 🤘,I've been having an awesome time in California with this dude. Go give @ryanresatka a follow. Honestly one of the most genuine people I've met 🤘,general,,0,@ryanresatka,1,🤘,1,25,144,1,I've been having an awesome time in California with this dude. Go give @ryanresatka a follow. Honestly one of the most genuine people I've met 🤘,False,False,False,personal friendship,casual,True,3,social media users
making this day a little more memorial 🎉🇺🇸,making this day a little more memorial 🎉🇺🇸,motivational,,0,,0,🎉,1,8,42,1,making this day a little more memorial 🎉🇺🇸,False,False,False,making the most of the day,inspirational,False,4,people looking for motivation
"Paris 🇫🇷
•
•
•
#paris #love #travel •
•
•
Ph @dagrandevogliofarelafotografa",Paris 🇫🇷 • • • #paris #love #travel • • • Ph @dagrandevogliofarelafotografa,aesthetic,#paris #love #travel,3,@dagrandevogliofarelafotografa,1,,0,9,75,1,Paris 🇫🇷 • • • #paris #love #travel • • • Ph @dagrandevogliofarelafotografa,False,False,False,travel,casual,False,3,travel enthusiasts
The @bronzebomber with Dukes and Bell!,The @bronzebomber with Dukes and Bell!,general,,0,@bronzebomber,1,,0,5,38,1,The @bronzebomber with Dukes and Bell!,False,True,False,sports interview,professional,False,2,sports fans
Promo AJ vs. Promo Spencer ✅ #PunchOut4 #budlight #ad,Promo AJ vs. Promo Spencer ✅ #PunchOut4 #budlight #ad,motivational,#PunchOut4 #budlight #ad,3,,0,✅,1,6,53,1,Promo AJ vs. Promo Spencer ✅ #PunchOut4 #budlight #ad,False,False,False,promotional event,inspirational,True,5,sports fans and event attendees
Merry Christmas from me & my little dude ❤️🎄😻 http://liketk.it/2u0n6 @liketoknow.it #liketkit #LTKholidayathome,Merry Christmas from me & my little dude ❤️🎄😻 @liketoknow.it #liketkit #LTKholidayathome,aesthetic,#liketkit #LTKholidayathome,2,@liketoknow,1,❤🎄😻,3,10,88,1,Merry Christmas from me & my little dude ❤️🎄😻 @liketoknow.it #liketkit #LTKholidayathome,False,False,True,Holiday greeting with family,casual,True,3,Family and friends
".
.
この前IKEAでの購入品♪
.
フェイクグリーンを寝室に置きました🙋🏻‍♀️🌿
.
前から寝室のテレビ横にグリーンが欲しかったのでやっとgetできて満足💓
.
モノトーンの中に緑がちょこっとあるバランス最高です🤩💓
.
他にもフェイクグリーンはたくさん売ってたけど、いかにもフェイクっぽいのが多い中コレは割とリアルな感じだったのでコレに決めました❤️
.
我が家で大活躍してるフレナチュラも寝室に1本移動😁
.
ベッドにシュッシュしたり、服についた匂いを取るために寝室にあると使い勝手がいいのでここに1本置きました🙋🏻‍♀️
.
今の時期の花粉対策にもフレナチュラいいみたいですよ〜❤️
.
#寝室#インテリア#IKEA#購入品#フェイクグリーン#緑のある暮らし #観葉植物#ダミーブック#100均#cando#バーンスター#フレナチュラ#除菌#消臭#花粉#モノトーン#モノトーンインテリア#シンプルインテリア#シンプルホーム #シンプルモダン#家#マイホーム#ダイワハウス#注文住宅",. . この前IKEAでの購入品♪ . フェイクグリーンを寝室に置きました🙋🏻‍♀️🌿 . 前から寝室のテレビ横にグリーンが欲しかったのでやっとgetできて満足💓 . モノトーンの中に緑がちょこっとあるバランス最高です🤩💓 . 他にもフェイクグリーンはたくさん売ってたけど、いかにもフェイクっぽいのが多い中コレは割とリアルな感じだったのでコレに決めました❤️ . 我が家で大活躍してるフレナチュラも寝室に1本移動😁 . ベッドにシュッシュしたり、服についた匂いを取るために寝室にあると使い勝手がいいのでここに1本置きました🙋🏻‍♀️ . 今の時期の花粉対策にもフレナチュラいいみたいですよ〜❤️ . #寝室#インテリア#IKEA#購入品#フェイクグリーン#緑のある暮らし #観葉植物#ダミーブック#100均#cando#バーンスター#フレナチュラ#除菌#消臭#花粉#モノトーン#モノトーンインテリア#シンプルインテリア#シンプルホーム #シンプルモダン#家#マイホーム#ダイワハウス#注文住宅,aesthetic,#寝室 #インテリア #IKEA #購入品 #フェイクグリーン #緑のある暮らし #観葉植物 #ダミーブック #100均 #cando #バーンスター #フレナチュラ #除菌 #消臭 #花粉 #モノトーン #モノトーンインテリア #シンプルインテリア #シンプルホーム #シンプルモダン #家 #マイホーム #ダイワハウス #注文住宅,24,,0,🙋🏻♀🌿💓🤩💓❤😁🙋🏻♀❤,13,18,446,1,. . この前IKEAでの購入品♪ . フェイクグリーンを寝室に置きました🙋🏻‍♀️🌿 . 前から寝室のテレビ横にグリーンが欲しかったのでやっとgetできて満足💓 . モノトーンの中に緑がちょこっとあるバランス最高です🤩💓 . 他にもフェイクグリーンはたくさん売ってたけど、いかにもフェイクっぽいのが多い中コレは割とリアルな感じだったのでコレに決めました❤️ . 我が家で大活躍してるフレナチュラも寝室に1本移動😁 . ベッドにシュッシュしたり、服についた匂いを取るために寝室にあると使い勝手がいいのでここに1本置きました🙋🏻‍♀️ . 今の時期の花粉対策にもフレナチュラいいみたいですよ〜❤️ . #寝室#インテリア#IKEA#購入品#フェイクグリーン#緑のある暮らし #観葉植物#ダミーブック#100均#cando#バーンスター#フレナチュラ#除菌#消臭#花粉#モノトーン#モノトーンインテリア#シンプルインテリア#シンプルホーム #シンプルモダン#家#マイホーム#ダイワハウス#注文住宅,False,False,False,Home decor and furniture,casual,False,2,Home decor enthusiasts
desejo que o crush olhe pra vcs como eu olho pra hambúrguer e batata frita,desejo que o crush olhe pra vcs como eu olho pra hambúrguer e batata frita,funny,,0,,0,,0,15,74,1,desejo que o crush olhe pra vcs como eu olho pra hambúrguer e batata frita,False,False,False,Crush comparison to food,playful,False,4,Young adults
FALL’in for Steamboat 🍁🍂 #optoutside #fall #steamboat #colorado #coloradical #hikingwithdogs #hikingadventures #bestfriendgoals #hiking_daily #friyay #friday #bffs #coloradogram,FALL’in for Steamboat 🍁🍂 #optoutside #fall #steamboat #colorado #coloradical #hikingwithdogs #hikingadventures #bestfriendgoals #hiking_daily #friyay #friday #bffs #coloradogram,aesthetic,#optoutside #fall #steamboat #colorado #coloradical #hikingwithdogs #hikingadventures #bestfriendgoals #hiking_daily #friyay #friday #bffs #coloradogram,13,,0,🍁🍂,2,4,177,1,FALL’in for Steamboat 🍁🍂 #optoutside #fall #steamboat #colorado #coloradical #hikingwithdogs #hikingadventures #bestfriendgoals #hiking_daily #friyay #friday #bffs #coloradogram,False,False,False,Outdoor activities and travel,casual,False,3,Outdoor enthusiasts
🇲🇽 #mexico #football #russiaworldcup2018 #fifaworldcup2018 #russia2018,🇲🇽 #mexico #football #russiaworldcup2018 #fifaworldcup2018 #russia2018,general,#mexico #football #russiaworldcup2018 #fifaworldcup2018 #russia2018,5,,0,,0,1,70,1,🇲🇽 #mexico #football #russiaworldcup2018 #fifaworldcup2018 #russia2018,False,False,False,Sports and event promotion,professional,False,1,Sports fans
Modern life has us all running around like maniacs with precious little time to ourselves. 🌚,Modern life has us all running around like maniacs with precious little time to ourselves. 🌚,motivational,,0,,0,🌚,1,16,92,1,Modern life has us all running around like maniacs with precious little time to ourselves. 🌚,False,False,False,Self-reflection and mindfulness,inspirational,False,4,Adults seeking motivation
"na minha opinião de taurina 1000%, viajar tem que ser uma mistura doida de descanso e comida gostosa com aventura e pé doendo de tanto explorar o destino :) e vcs?","na minha opinião de taurina 1000%, viajar tem que ser uma mistura doida de descanso e comida gostosa com aventura e pé doendo de tanto explorar o destino :) e vcs?",motivational,,0,,0,,0,31,163,1,"na minha opinião de taurina 1000%, viajar tem que ser uma mistura doida de descanso e comida gostosa com aventura e pé doendo de tanto explorar o destino :) e vcs?",True,False,False,Travel and exploration,inspirational,False,3,Travel enthusiasts
"💗
음??
하루하루지날수록 뭔가 얄미워지는 느낌이닷
.
.
.
.
.
#육아소통 #육아스타그램 #베이비 #유아 #딸맘 #딸스타그램 #베이비그램 #셀카그램 #공쥬님 #요망한것 #요망한눈빛",💗 음?? 하루하루지날수록 뭔가 얄미워지는 느낌이닷 . . . . . #육아소통 #육아스타그램 #베이비 #유아 #딸맘 #딸스타그램 #베이비그램 #셀카그램 #공쥬님 #요망한것 #요망한눈빛,aesthetic,#육아소통 #육아스타그램 #베이비 #유아 #딸맘 #딸스타그램 #베이비그램 #셀카그램 #공쥬님 #요망한것 #요망한눈빛,11,,0,💗,1,11,103,1,💗 음?? 하루하루지날수록 뭔가 얄미워지는 느낌이닷 . . . . . #육아소통 #육아스타그램 #베이비 #유아 #딸맘 #딸스타그램 #베이비그램 #셀카그램 #공쥬님 #요망한것 #요망한눈빛,True,False,False,Motherhood and parenting,casual,False,2,Mothers and parents
But who wants an easy life? It‘s boring! 🌿 #hauptsache #die #hände #irgendwo #girl #ink #inked #leo #ootd #plants #inspiration #denimdays #lookoftheday #like #follow #tbt,But who wants an easy life? It‘s boring! 🌿 #hauptsache #die #hände #irgendwo #girl #ink #inked #leo #ootd #plants #inspiration #denimdays #lookoftheday #like #follow #tbt,motivational,#hauptsache #die #hände #irgendwo #girl #ink #inked #leo #ootd #plants #inspiration #denimdays #lookoftheday #like #follow #tbt,16,,0,🌿,1,9,170,1,But who wants an easy life? It‘s boring! 🌿 #hauptsache #die #hände #irgendwo #girl #ink #inked #leo #ootd #plants #inspiration #denimdays #lookoftheday #like #follow #tbt,True,True,False,Embracing challenges and difficulty,inspirational,True,5,Young adults seeking motivation
California dreamin’ 🌴 @hellomolly,California dreamin’ 🌴 @hellomolly,aesthetic,,0,@hellomolly,1,🌴,1,3,33,1,California dreamin’ 🌴 @hellomolly,False,False,False,Travel and California dreamin',casual,True,3,Travel enthusiasts and California fans
"Adquira já sua linha na nossa loja.
Sempre Bella do calçadão com os melhores produtos. 💖",Adquira já sua linha na nossa loja. Sempre Bella do calçadão com os melhores produtos. 💖,general,,0,,0,💖,1,16,88,1,Adquira já sua linha na nossa loja. Sempre Bella do calçadão com os melhores produtos. 💖,False,False,False,store promotion,casual,True,2,customers
MES chaussuresssss du CLUB MONACOOO 💕💕💕💕 JSUIS Amoureuseeeee 💕💕💕💕 @clubmonaco,MES chaussuresssss du CLUB MONACOOO 💕💕💕💕 JSUIS Amoureuseeeee 💕💕💕💕 @clubmonaco,aesthetic,,0,@clubmonaco,1,💕💕💕💕💕💕💕💕,8,9,77,1,MES chaussuresssss du CLUB MONACOOO 💕💕💕💕 JSUIS Amoureuseeeee 💕💕💕💕 @clubmonaco,False,False,False,fashion and luxury,playful,False,4,fashion enthusiasts
"Pati ❤️💙
Será guardada com muito amor no álbum de lembranças do Davi 💙.",Pati ❤️💙 Será guardada com muito amor no álbum de lembranças do Davi 💙.,general,,0,,0,❤💙💙,3,14,71,1,Pati ❤️💙 Será guardada com muito amor no álbum de lembranças do Davi 💙.,False,False,False,personal update,casual,False,1,friends and family
"#thebig4
DJ had a blast his first trip to @disneyland! 
#birthdayfun #latepost #disneyland #disney #ears #mickeyears #childhoodunplugged #childhoodmemories #specialmoments",#thebig4 DJ had a blast his first trip to @disneyland! #birthdayfun #latepost #disneyland #disney #ears #mickeyears #childhoodunplugged #childhoodmemories #specialmoments,general,#thebig4 #birthdayfun #latepost #disneyland #disney #ears #mickeyears #childhoodunplugged #childhoodmemories #specialmoments,10,@disneyland,1,,0,9,170,1,#thebig4 DJ had a blast his first trip to @disneyland! #birthdayfun #latepost #disneyland #disney #ears #mickeyears #childhoodunplugged #childhoodmemories #specialmoments,False,True,False,personal experience,casual,False,3,parents and kids
"E a segunda-feira começou no clima do #OutubroRosa. Apoiando a campanha, @10neto comentou, no #TardeBandNews, sobre os jogos do Campeonato Brasileiro desse fim de semana.
#bandnews #esporte","E a segunda-feira começou no clima do #OutubroRosa. Apoiando a campanha, @10neto comentou, no #TardeBandNews, sobre os jogos do Campeonato Brasileiro desse fim de semana. #bandnews #esporte",general,#OutubroRosa #TardeBandNews #bandnews #esporte,4,@10neto,1,,0,24,189,1,"E a segunda-feira começou no clima do #OutubroRosa. Apoiando a campanha, @10neto comentou, no #TardeBandNews, sobre os jogos do Campeonato Brasileiro desse fim de semana. #bandnews #esporte",False,False,False,news and awareness,professional,False,2,general public
"🍁❄
Passion.. #RUN 🍁 & #SKI ❄
Thanks to @_babi_ink_
#love #loveit #passion #tattoo #me #tattoos #addicted #instaday #today #picoftheday #me #lover #colors #colorful #power #nature #body #art",🍁❄ Passion.. #RUN 🍁 & #SKI ❄ Thanks to @_babi_ink_ #love #loveit #passion #tattoo #me #tattoos #addicted #instaday #today #picoftheday #me #lover #colors #colorful #power #nature #body #art,aesthetic,#RUN #SKI #love #loveit #passion #tattoo #me #tattoos #addicted #instaday #today #picoftheday #me #lover #colors #colorful #power #nature #body #art,20,@_babi_ink_,1,🍁❄🍁❄,4,7,189,1,🍁❄ Passion.. #RUN 🍁 & #SKI ❄ Thanks to @_babi_ink_ #love #loveit #passion #tattoo #me #tattoos #addicted #instaday #today #picoftheday #me #lover #colors #colorful #power #nature #body #art,False,False,False,passion and hobbies,inspirational,False,4,outdoor enthusiasts
"Paleta? 🍭👅#yummy
•
•
#paleta #popsicle #happy #sunny #summer #miami #wynwood #360val",Paleta? 🍭👅#yummy • • #paleta #popsicle #happy #sunny #summer #miami #wynwood #360val,aesthetic,#yummy #paleta #popsicle #happy #sunny #summer #miami #wynwood #360val,9,,0,🍭👅,2,4,84,1,Paleta? 🍭👅#yummy • • #paleta #popsicle #happy #sunny #summer #miami #wynwood #360val,True,False,False,food and summer,playful,False,3,foodies and summer lovers
The #KJ103 staff is ready. 🎃  Who has the best costume? @janetkj103 @radiojrod @tjjanetjrod @jjryanonair @fritoontheradio #Halloween #HappyHalloween,The #KJ103 staff is ready. 🎃 Who has the best costume? @janetkj103 @radiojrod @tjjanetjrod @jjryanonair @fritoontheradio #Halloween #HappyHalloween,funny,#KJ103 #Halloween #HappyHalloween,3,@janetkj103 @radiojrod @tjjanetjrod @jjryanonair @fritoontheradio,5,🎃,1,10,147,1,The #KJ103 staff is ready. 🎃 Who has the best costume? @janetkj103 @radiojrod @tjjanetjrod @jjryanonair @fritoontheradio #Halloween #HappyHalloween,True,False,False,Halloween costumes,playful,True,4,Halloween enthusiasts
Had a great time in Port Stevens with my love 😚💕 #charmainekirstentravel #portstevens,Had a great time in Port Stevens with my love 😚💕 #charmainekirstentravel #portstevens,general,#charmainekirstentravel #portstevens,2,,0,😚💕,2,11,85,1,Had a great time in Port Stevens with my love 😚💕 #charmainekirstentravel #portstevens,False,False,False,travel and relationships,casual,False,2,travelers and couples
"11 MONTHS OLD 
You guys... 😭 in four weeks this little guy is going to be one year old! I can't believe how fast he's growing and how much fun this next year will be watching him grow 👶🏻",11 MONTHS OLD You guys... 😭 in four weeks this little guy is going to be one year old! I can't believe how fast he's growing and how much fun this next year will be watching him grow 👶🏻,general,,0,,0,😭👶🏻,3,39,185,1,11 MONTHS OLD You guys... 😭 in four weeks this little guy is going to be one year old! I can't believe how fast he's growing and how much fun this next year will be watching him grow 👶🏻,False,True,False,personal milestone,inspirational,False,5,parents and families
The best of my life is you.....#first6months #mylove #mydaughter,The best of my life is you.....#first6months #mylove #mydaughter,aesthetic,#first6months #mylove #mydaughter,3,,0,,0,7,64,1,The best of my life is you.....#first6months #mylove #mydaughter,False,False,False,love and daughter,casual,False,4,new parents and family
#ad I'm definitely planning for fireworks with my July 4th #nailart with @SallyHansen! #sallytips  http://ow.ly/yuyB7,#ad I'm definitely planning for fireworks with my July 4th #nailart with @SallyHansen! #sallytips,general,#ad #nailart #sallytips,3,@SallyHansen,1,,0,11,97,1,#ad I'm definitely planning for fireworks with my July 4th #nailart with @SallyHansen! #sallytips,False,True,True,nail art product promotion,casual,True,3,beauty enthusiasts and nail art fans
Can’t please everyone and life is a lot less stressful when you stop trying to 🤷🏻‍♀️⭐️ P.s this is my fave filter for selfies,Can’t please everyone and life is a lot less stressful when you stop trying to 🤷🏻‍♀️⭐️ P.s this is my fave filter for selfies,motivational,,0,,0,🤷🏻♀⭐,4,24,125,1,Can’t please everyone and life is a lot less stressful when you stop trying to 🤷🏻‍♀️⭐️ P.s this is my fave filter for selfies,False,False,False,self-acceptance and stress reduction,inspirational,False,4,young adults and self-improvement seekers
"Mood 👄 #run #restingbitchface #monday #jeans #blackandwhite
Photo: @eyeattractionphotography 
MUA: @_dy_s",Mood 👄 #run #restingbitchface #monday #jeans #blackandwhite Photo: @eyeattractionphotography MUA: @_dy_s,aesthetic,#run #restingbitchface #monday #jeans #blackandwhite,5,@eyeattractionphotography @_dy_s,2,👄,1,4,104,1,Mood 👄 #run #restingbitchface #monday #jeans #blackandwhite Photo: @eyeattractionphotography MUA: @_dy_s,False,False,False,mood and fashion,casual,False,2,fashion enthusiasts and photography lovers
